key,0,1
15,"TEXT_REGWILGLAGUILD_00063_MYLLA_000_050","哎呀，是<Highlight>ObjectParameter(1)</Highlight>啊！
是什麼風把你給吹來了。
你有好好磨練劍術嗎？"
16,"TEXT_REGWILGLAGUILD_00063_MYLLA_000_060","<Highlight>ObjectParameter(1)</Highlight>，你來了。
沒想到你竟然成長為這麼優秀的劍術士了。
身為老師的我也覺得很自豪啊，呵呵……"
17,"TEXT_REGWILGLAGUILD_00063_MYLLA_000_070","皮平閣下把發生在王宮中的真相告訴了你經常出入的行會。
沒錯，我相信你的劍是不會被邪惡污染的，
畢竟是我培育出來的人！"
18,"TEXT_REGWILGLAGUILD_00063_MYLLA_000_071","我從皮平閣下那裡聽到訊息了。
之前伴隨王宮騷亂產生的種種狀況總算恢復了正常。
請你也勇往直前地繼續揮舞手中的正義之劍吧。"
19,"TEXT_REGWILGLAGUILD_00063_MYLLA_400_000","這次的大會可是只有艾奧傑亞首屈一指的劍客們
才能參加的特殊比賽。
半吊子的實力可是無法獲勝的。"
20,"TEXT_REGWILGLAGUILD_00063_MYLLA_400_001","差不多要開幕式了……
離正式比賽還有一段時間，
你做好準備再出場吧！"
21,"TEXT_REGWILGLAGUILD_00063_MYLLA_400_010","恭喜你贏得預賽！
我也觀看了你的比賽，真是精彩！"
22,"TEXT_REGWILGLAGUILD_00063_MYLLA_400_011","你下次再出場就是決賽。
要和納爾組的獲勝者一決雌雄！"
23,"TEXT_REGWILGLAGUILD_00063_MYLLA_400_012","我作為納爾組的參賽者，為了能和你一戰也會拼盡全力的！
希望你也能為我加油！"
24,"TEXT_REGWILGLAGUILD_00063_MYLLA_400_020","雖然無法和<Highlight>ObjectParameter(1)</Highlight>比試很遺憾，
但請你作為劍術士行會的一員連我的份也一起加油！"
25,"TEXT_REGWILGLAGUILD_00063_MYLLA_400_021","我很期待你和布萊克·羅塔斯的決戰。
真希望會是一場精彩的比賽，預祝你獲得勝利。"
26,"TEXT_REGWILGLAGUILD_00063_MYLLA_400_030","離舉辦方準備重新舉辦決賽還需要一段時間。
如果有什麼新進展我會通知你的，希望你能稍等。"
27,"TEXT_REGWILGLAGUILD_00063_MYLLA_400_040","<Highlight>ObjectParameter(1)</Highlight>，你來得正好。
劍術士行會的大家看到你在烏爾王杯鬥技大會上取得了優勝，
連練習都更有動力了。"
28,"TEXT_REGWILGLAGUILD_00063_MYLLA_400_050","阿爾迪斯那傢伙還是沒有回來……"
29,"TEXT_REGWILGLAGUILD_00063_MYLLA_500_000","<Highlight>ObjectParameter(1)</Highlight>，歡迎！
每次看到你這位烏爾王杯鬥技大會冠軍過來
大家都會更加賣力地進行訓練，是不是很有意思？"
30,"TEXT_REGWILGLAGUILD_00063_Q2_000_001","想了解什麼？"
31,"TEXT_REGWILGLAGUILD_00063_A2_000_001","最近怎麼樣？"
32,"TEXT_REGWILGLAGUILD_00063_A2_000_002","什麼是「劍術」？"
33,"TEXT_REGWILGLAGUILD_00063_A2_000_003","取消"
34,"TEXT_REGWILGLAGUILD_00063_MYLLA_000_100","最近啊……少在這裡扯家常！
我們都是在嚴峻的劍術之道上行走的年輕人，
根本不需要增進感情，這些在劍術士行會都是多餘的！"
35,"TEXT_REGWILGLAGUILD_00063_MYLLA_000_101","……雖說如此，不過你能來行會……
我還是很高興的……"
36,"TEXT_REGWILGLAGUILD_00063_MYLLA_000_102","……不、不過你可別誤會啊！
我只是覺得有個不錯的練習對象，可以更好投入訓練罷了！
如果你懈怠了平日的鍛鍊，讓劍生鏽了我可不饒你！"
37,"TEXT_REGWILGLAGUILD_00063_MYLLA_000_110","行會最近還不錯。
劍鬥士們的戰績喜人，而且新加入行會的劍術士也增多了。"
38,"TEXT_REGWILGLAGUILD_00063_MYLLA_000_111","不過，最後能剩下幾個就不知道了。
我作為魔鬼劍術士行會會長，
訓練嚴苛好像是在烏爾達哈都出了名的，呵呵……"
39,"TEXT_REGWILGLAGUILD_00063_MYLLA_000_112","對了，<Highlight>ObjectParameter(1)</Highlight>。
這麼久沒見了，要不要一起揮灑些汗水？
……當然說的是練劍了。"
40,"TEXT_REGWILGLAGUILD_00063_MYLLA_400_100","行會的近況嗎？
自從你在烏爾王杯取得優勝，
想入門劍術士行會的人絡繹不絕。"
41,"TEXT_REGWILGLAGUILD_00063_MYLLA_400_101","大家為了成為像你一樣厲害的劍士，
每天都在刻苦訓練。"
42,"TEXT_REGWILGLAGUILD_00063_MYLLA_400_102","不過，最後能剩下幾個就不知道了。
我作為魔鬼劍術士行會會長，
訓練嚴苛好像是在烏爾達哈都出了名的，呵呵……"
43,"TEXT_REGWILGLAGUILD_00063_MYLLA_400_103","對了，<Highlight>ObjectParameter(1)</Highlight>。
這麼久沒見了，要不要一起揮灑些汗水？
……當然說的是練劍了。"
44,"TEXT_REGWILGLAGUILD_00063_MYLLA_500_100","行會的近況嗎？
阿爾迪斯那傢伙回來之後，
慕名而來想要加入行會的人又變多了。"
45,"TEXT_REGWILGLAGUILD_00063_MYLLA_500_101","大家全都以你和阿爾迪斯為目標每天努力進行著訓練。"
46,"TEXT_REGWILGLAGUILD_00063_MYLLA_500_102","不過，最後能剩下幾個就不知道了。
我作為魔鬼劍術士行會會長，
訓練嚴苛好像是在烏爾達哈都出了名的，呵呵……"
47,"TEXT_REGWILGLAGUILD_00063_MYLLA_500_103","對了，<Highlight>ObjectParameter(1)</Highlight>。
這麼久沒見了，要不要一起揮灑些汗水？
……當然說的是練劍了。"
48,"TEXT_REGWILGLAGUILD_00063_MYLLA_600_100","行會的近況嗎？
接到娜娜莫陛下的請求，我們行會也派出了數人
前去執行末日塔的監視任務。"
49,"TEXT_REGWILGLAGUILD_00063_MYLLA_600_101","我們也跟從塔裡出來的帝國兵交過手，
不過慶幸的是並未出現什麼嚴重的損失。
這也是平日裡勤加練習的成果。"
50,"TEXT_REGWILGLAGUILD_00063_MYLLA_600_102","雖然我被稱作魔鬼劍術士行會會長，
但對大家的嚴厲和高要求總算是沒有白費。"
51,"TEXT_REGWILGLAGUILD_00063_MYLLA_600_103","<Highlight>ObjectParameter(1)</Highlight>意下如何？
要不要也久違地跟我一起出出汗啊？
當然我說的是練劍……"
52,"TEXT_REGWILGLAGUILD_00063_MYLLA_000_120","……那種問題，對你來說可有些愚蠢了。
不過算了，既然你問了，我就來說一說吧。"
53,"TEXT_REGWILGLAGUILD_00063_MYLLA_000_121","「劍術」即用劍作為武器的戰鬥本領。
在艾奧傑亞，劍是最普通的武器。"
54,"TEXT_REGWILGLAGUILD_00063_MYLLA_000_122","正因如此，那些一心想要在戰鬥道路上走下去的人，
都會想要嘗試一下用劍。
為了讓無法實現的夢想成為現實……"
55,"TEXT_REGWILGLAGUILD_00063_MYLLA_000_123","劍術士行會就是為了實現那些夢想而存在的。
這裡原本也是那些在鬥技場上戰鬥的「劍鬥士」的行會，
許多冠軍都是從這裡走出的。"
56,"TEXT_REGWILGLAGUILD_00063_MYLLA_000_124","劍鬥士所追求的，
是讓觀眾們狂熱的勇猛劍術，
以及華麗的勝利！"
57,"TEXT_REGWILGLAGUILD_00063_MYLLA_000_125","為此，劍術作為「魅惑之劍」，
自古以來就在烏爾達哈十分盛行。"
58,"TEXT_REGWILGLAGUILD_00063_MYLLA_000_126","以裝備的盾牌躲避敵人的攻擊，
在抵擋住對方的攻擊後，
再以起死回生的必殺技來扭轉局勢！"
59,"TEXT_REGWILGLAGUILD_00063_MYLLA_000_127","勇猛且華麗……這就是劍術。
如果你能投入更多的努力，那麼就有可能實現夢想。
就像「納爾札爾雙劍」他們那樣……"
60,"TEXT_REGWILGLAGUILD_00063_MYLLA_000_128","勇猛且華麗……這就是劍術。
劍術每天都在進化，劍術之路永無止境……
<Highlight>ObjectParameter(1)</Highlight>也不要忘記追尋更高的境界！"
61,"TEXT_REGWILGLAGUILD_00063_TALK_ACTOR","（★未使用／削除予定★）"
